ID,Name_lang
921,搜索
932,"补充精神 II"
952,冰川
980,痛楚
982,复活宠物
1022,保护祝福
1044,自由祝福
1050,牺牲
1064,治疗链
1079,割裂
1098,征服恶魔
1122,召唤地狱火
1126,野性印记
1130,猎人印记
1132,爆击
1139,冰冻之眼
1160,挫志怒吼
1161,挑战怒吼
1178,"Bear Form Passive"
1180,匕首
1234,"Joe's God Mode"
1329,毁伤
1330,"锁喉 - 沉默"
1364,不屈意志
1373,传授召唤地狱猎犬
1386,洛丹伦的回响
1446,水栖形态
1449,魔爆术
1454,生命分流
1459,奥术智慧
1462,野兽知识
1463,咒术洪流
1464,猛击
1485,巨石
1490,混乱烙印
1494,追踪野兽
1513,恐吓野兽
1515,驯服野兽
1516,快速射击
1522,宠物升级
1528,解救主人
1536,"长程射击 II"
1538,充能
1539,喂养宠物
1543,照明弹
1557,全速
1604,眩晕
1609,灰烬使者
1645,狼人形态
1650,"减速攻击 III"
1680,旋风斩
1706,漂浮术
1714,语言诅咒
1715,断筋
1719,鲁莽
1725,扰乱
1752,影袭
1766,脚踢
1776,凿击
1784,潜行
1800,"破胆猛击 II"
1804,开锁
1822,斜掠
1825,转借宠物
1833,偷袭
1834,集中速度
1843,拆除
1844,缴械狂怒效果
1848,预言圣歌
1850,急奔
1852,沉默
1856,消失
1860,安全降落
1881,召唤扎拉雏虫
1906,无力冲锋
1936,传送：安威玛尔
1940,火箭爆炸
1949,地狱烈焰
1950,强效暗影小鬼
1953,闪现术
1966,佯攻
2000,射击头部
2006,复活术
2008,先祖之魂
2018,锻造
2020,初级锻造
2021,中级锻造
2050,圣言术：静
2060,治疗术
2061,快速治疗
2094,致盲
2096,心灵视界
2098,斩击
2108,制皮
2110,"FIRESTAFF (DND)"
2118,躲闪精通
2120,烈焰风暴
2123,神圣亲和
2139,法术反制
2140,静电效果
2147,治疗
2148,周期性暗影风暴
2149,手工皮靴
2152,轻型护甲片
2153,手工皮短裤
2154,中级制皮
2155,初级制皮
2156,轻便冬季披风
2157,轻便冬季长靴
2158,优质皮靴
2159,优质皮披风
2160,雕花皮外衣
2161,雕花皮靴
2162,雕花皮质披风
2163,白色皮夹克
2164,优质皮手套
2165,中型护甲片
2166,韧化皮甲
2167,黑皮战靴
2168,黑皮披风
2169,黑皮外套
2259,炼金术
2275,初级炼金师
2280,中级炼金术
2329,狮王之力药剂
2330,初级治疗药水
2331,初级法力药水
2332,初级活力药水
2333,次级敏捷药剂
2334,初级坚韧药剂
2335,迅捷药水
2336,语言药剂
2337,次级治疗药水
2366,采集草药
2367,狮王之力
2370,活力药水
2372,初级草药学
2373,中级草药学
2374,次级敏捷
2378,初级坚韧
2382,Generic
2383,寻找草药
2385,棕色亚麻外衣
2386,亚麻靴
2387,亚麻披风
2389,红色亚麻长袍
2392,红色亚麻衬衣
2393,白色亚麻衬衣
2394,蓝色亚麻衬衣
2395,野人亚麻外衣
2396,绿色亚麻衬衣
2397,强化亚麻斗篷
2399,绿色毛纺外衣
2400,转移能量
2401,毛纺靴
2402,毛纺斗篷
2403,灰色毛纺长袍
2406,灰色毛纺衬衣
2425,被发现
2426,调酒师
2442,冲撞痛击
2443,"冲撞痛击 II"
2444,"冲撞痛击 III"
2446,"冲撞痛击 V"
2479,无荣誉目标
2481,寻找财宝
2484,地缚图腾
2538,烧烤狼肉
2539,香辣狼肉
2540,烤野猪肉
2541,山狗肉排
2542,猪肝馅饼
2543,西部荒野杂味炖肉
2544,蟹肉蛋糕
2545,煮蟹爪
2546,猪肉干
2547,赤脊山炖肉
2548,多汁猪排
2549,干烤狼肉串
2550,烹饪
2551,初级烹饪
2565,盾牌格挡
2567,投掷
2575,采矿
2580,寻找矿物
2581,初级采矿
2582,中级采矿
2584,等待复活
2596,黑爪之触
2606,震击
2629,"Dagger Strike III (Disabled)"
2630,"Dagger Strike IV (Disabled)"
2633,"匕首打击 III"
2634,"匕首打击 IV"
2636,"匕首打击 V"
2637,休眠
2641,解散宠物
2643,多重射击
2645,幽魂之狼
2649,低吼
2656,采矿日志
2657,熔炼铜锭
2658,熔炼银锭
2659,熔炼青铜
2660,劣质磨刀石
2661,铜质链甲腰带
2662,铜质链甲短裤
2663,铜质护腕
2664,铜质符文护腕
2665,粗制磨刀石
2666,铜质符文腰带
2667,铜质符文胸甲
2668,劣质青铜护腿
2670,劣质青铜胸甲
2671,劣质青铜护腕
2672,青铜花纹护腕
2673,镀银青铜胸甲
2674,重磨刀石
2675,亮银胸甲
2691,法力燃烧
2737,铜质钉锤
2738,铜斧
2739,铜质短剑
2740,青铜钉锤
2741,青铜斧
2742,青铜短剑
2782,清除腐蚀
2795,啤酒烤猪排
2812,谴责
2818,夺命药膏
2825,嗜血
2828,打磨利刃
2829,"打磨利刃 II"
2830,"打磨利刃 III"
2831,使用护甲片
2834,周期性雷霆一击
2836,侦测陷阱
2871,消病术
2881,轻皮
2908,安抚
2948,灼烧
2950,反神圣
2963,亚麻布卷
2964,毛布卷
2969,"Aura Leech (PT)"
2983,疾跑
3011,火焰射击
3018,射击
3019,狂乱
3026,使用灵魂石
3050,侦测
3052,火焰之盾效果
3055,"火焰之盾效果 IV"
3105,斯塔文的诅咒
3106,腐蚀光环
3107,召唤伊莉莎的卫兵
3109,死亡显现
3110,火焰箭
3112,增强钝器
3113,"增强钝器 II"
3114,"增强钝器 III"
3115,劣质平衡石
3116,粗制平衡石
3117,重平衡石
3120,"Sol L"
3121,Kev
3127,招架
3129,冰霜吐息
3130,寒冰爪
3132,冰息术
3136,狂暴命令
3143,寒冰咆哮
3145,寒冷抓握
3146,威吓低吼
3147,撕裂肉体
3148,裂颅
3149,狂怒之嚎
3150,狂犬病
3151,疯狂饥饿
3164,食人魔力量
3166,次级智力
3169,无敌
3170,弱效巨魔之血药剂
3171,智慧药剂
3173,次级法力药水
3174,治愈药水
3175,有限无敌药水
3176,强力巨魔之血药剂
3177,防御药剂
3188,食人魔力量药剂
3204,工兵爆破
3205,"Sol M"
3206,"Sol H"
3207,"Sol U"
3219,弱效巨魔之血
3223,极效巨魔之血药剂
3229,快速嗜血
3230,初级敏捷药剂
3234,疾病之触
3235,腐臭之血
3237,图勒的诅咒
3238,迅捷反射
3240,血腥爆裂
3242,毁灭
3243,生命收割
3245,变鸡
3247,疾痛术
3248,强化格挡
3252,撕碎
3256,天灾之云
3258,野蛮暴怒
3260,中伤之盾
3261,点燃
3263,鸦爪之触
3264,血性狂吼
3269,图勒的祝福
3271,疲倦
3275,亚麻绷带
3276,厚亚麻绷带
3277,绒线绷带
3278,厚绒线绷带
3279,初级急救
3280,中级急救
3286,缚灵
3287,食尸鬼形态
3288,苔鲜之皮
3292,铜质宽剑
3293,铜质战斧
3294,厚重战斧
3295,致命的青铜短剑
3296,青铜重锤
3297,巨型铁锤
3304,熔炼锡锭
3307,熔炼铁锭
3308,熔炼金锭
3319,铜质链甲战靴
3320,劣质砂轮
3321,铜质链甲外衣
3323,铜质符文护手
3324,铜质符文短裤
3325,铜质宝石手套
3326,粗制砂轮
3328,劣质青铜护肩
3329,疣子皮肤
3330,镀银青铜护肩
3331,镀银青铜战靴
3332,减速毒药
3333,镀银青铜护手
3334,绿铁战靴
3335,黑暗污泥
3336,绿铁护手
3337,重砂轮
3338,腐臭软泥
3339,"Rancid Ooze Effect"
3355,冰冻陷阱
3356,烈焰鞭笞
3358,吸血毒药
3359,喝药水
3360,眼之诅咒
3361,"Dummy NPC Summon"
3363,虚空幼龙
3365,开启
3368,喝下初级药水
3369,"力量药水 II"
3370,鳄鱼肉排
3371,血肠
3372,鱼人鳍汤
3373,鳄鱼浓汤
3376,美味煎蛋卷
3377,蜘蛛蛋糕
3385,野猪冲撞
3387,图勒之怒
3388,致命吸血毒药
3389,眼之结界
3390,"Helcular's Spawn"
3391,痛击
3393,食肉
3396,腐蚀毒药
3397,大块的熊排
3398,烤狮排
3399,香烤狮肉
3400,海龟汤
3405,灵魂撕裂
3407,开启符文
3408,减速药膏
3411,援护
3412,中级烹饪
3416,恶魔之怒
3424,污浊嚎叫
3427,感染之伤
3428,召唤食腐虫
3429,天灾心灵
3436,游荡疫病
3440,"MACESTAFFSPECIAL (DND)"
3442,奴役
3443,魔化迅捷
3448,次级隐形药水
3449,暗影之油
3450,坚韧药剂
3452,法力药水
3453,侦测次级隐形药剂
3454,冰霜之油
3465,高级炼金术
3477,精神采集
3485,奈塔拉什的哀嚎
3488,菲斯托姆复活
3490,狂暴怒气
3491,青铜匕首
3492,硬铁短剑
3493,玉蛇刀
3494,结实的铁锤
3495,碎铁金锤
3496,月钢宽剑
3497,霜虎之刃
3498,巨型铁斧
3499,召唤树懒
3500,月牙斧
3501,绿铁护腕
3502,绿铁头盔
3503,金鳞罩盔
3504,绿铁护肩
3505,金鳞护肩
3506,绿铁护腿
3507,金鳞护腿
3508,绿铁锁甲
3509,"Sloth Passive"
3510,怠惰效果
3511,金鳞胸甲
3512,"Sludge Passive"
3513,精钢战靴
3514,淤泥
3515,金鳞战靴
3527,召唤淤泥怪
3537,玛拉索姆的爪牙
3539,高级锻造
3542,纳拉克西斯之网
3547,愤怒的回忆
3551,颅骨爆裂
3561,传送：暴风城
3562,传送：铁炉堡
3563,传送：幽暗城
3565,传送：达纳苏斯
3566,传送：雷霆崖
3567,传送：奥格瑞玛
3568,高级采矿
3569,熔炼钢锭
3571,高级草药学
3574,岩石之肤
3578,传送：达拉然
3582,火炬爆裂
3584,快速传染
3589,震耳尖啸
3591,圣泉祝福
3592,治愈疾病
3599,灼热图腾
3600,地缚术
3603,扰乱之痛
3604,裂筋
3605,召唤遥控傀儡
3606,灼热箭
3607,耶尼库的解脱
3609,麻痹之毒
3611,莫甘斯的爪牙
3612,血顶宠物
3615,召唤达拉然毒蛇
3616,毒素
3618,自我昏迷
3621,劈颅巨魔宠物
3631,战斗狂怒
3635,水晶凝视
3636,水晶沉睡
3637,"强化格挡 III"
3644,沟通灵界
3648,相位淡出
3650,投掷泥浆
3651,反转之盾
3652,召唤上古之魂
3653,上古之魂
3655,召唤持盾守卫
3657,召唤法术卫兵
3658,召唤法师
3659,法师视界
3660,制造灵魂宝石
3670,打开玛雷的脚
3671,碎石
3678,专注
3680,次级隐形术
3714,冰霜之路
3715,黑暗仪式
3716,吞噬之影
3718,辛迪加炸弹
3720,投掷辛迪加炸弹
3721,传送到海潮祭坛
3722,召唤辛迪加鬼魂
3730,"Initialize Image"
3753,手工皮带
3755,亚麻包
3756,雕花皮手套
3757,毛纺包
3758,绿色毛纺包
3759,雕花皮短裤
3760,山地披风
3761,优质皮外套
3762,山地皮外衣
3763,优质皮带
3764,山地皮手套
3765,黑皮手套
3766,黑皮腰带
3767,山地腰带
3768,山地护肩
3769,黑皮护肩
3770,韧化皮手套
3771,野人手套
3772,绿色皮甲
3773,守护之甲
3774,绿色皮带
3775,守护腰带
3776,绿色皮护腕
3777,守护腕甲
3778,宝石皮带
3779,野人腰带
3780,重型护甲片
3812,高级制皮
3813,丝绸小包
3815,毒云
3816,熟化轻毛皮
3817,熟化中毛皮
3818,熟化重毛皮
3822,自走炸弹爆炸
3823,投掷炸弹
3825,"Ward of Laze Passive"
3826,懒惰结界效果
3827,懒惰结界
3839,丝绸卷
3840,高级亚麻手套
3841,绿色亚麻护腕
3842,手工亚麻裤
3843,高级毛纺手套
3844,高级毛纺披风
3845,软底亚麻靴
3847,红色毛纺靴
3848,双线毛纺护肩
3849,强化毛纺护肩
3850,高级毛纺短裤
3851,凤凰短裤
3852,冥想手套
3854,碧蓝丝质手套
3855,蛛丝之靴
3856,蛛丝便鞋
3857,巫术师兜帽
3858,暗影头巾
3859,碧蓝丝质外衣
3860,附魔师长靴
3861,丝质长披风
3862,冰覆披风
3863,蜘蛛腰带
3864,星辰腰带
3865,魔纹布卷
3866,漂亮的红衬衣
3868,凤凰手套
3869,淡黄色衬衣
3870,黑丝衬衣
3871,体面的白衬衣
3872,紫色丝质衬衣
3873,黑色冒险者衬衣
3908,裁缝
3911,初级裁缝
3912,中级裁缝
3913,高级裁缝
3914,棕色亚麻短裤
3915,棕色亚麻衬衣
3918,劣质火药
3919,劣质炸药
3921,白骨女巫的护符
3922,一把螺栓
3923,劣质铜壳炸弹
3924,铜管
3925,劣质火枪
3928,机械松鼠
3929,粗制火药粉
3931,粗制炸药
3932,活动假人
3933,小型爆盐炸弹
3934,飞虎护目镜
3936,致命的短枪
3937,大型铜壳炸弹
3938,青铜管
3939,精致手工火枪
3940,暗影护目镜
3941,小型青铜炸弹
3942,高速青铜齿轮
3944,火焰偏斜器
3945,烈性火药
3946,烈性炸药
3949,镀银猎枪
3950,重磅青铜炸弹
3952,自动净化装置
3953,青铜框架
3954,夜视步枪
3955,自爆绵羊
3956,绿色护目镜
3957,寒冰偏斜器
3958,铁棒
3959,退化射线
3960,便携式青铜迫击炮
3961,发条式同步协调陀螺仪
3962,铁皮手雷
3963,微型收割机组件
3965,高级假人
3966,工匠眼镜
3967,重磅铁制炸弹
3968,地精暗雷
3969,机械幼龙
3971,侏儒隐形装置
3972,大型爆盐炸弹
3973,银触媒
3974,粗制瞄准镜
3975,普通瞄准镜
3976,精确瞄准镜
4020,萨菲德拉之寒
4036,工程学
4039,初级工程学
4040,中级工程学
4041,高级工程学
4043,自爆
4044,"Dull Lure Passive"
4045,迟钝诱饵效果
4048,"Shiny Lure Passive"
4052,召唤自爆绵羊
4057,火焰抗性
4058,反转变形
4060,退化
4063,暗影大法师变形
4070,守卫
4077,冰霜抗性
4078,微型收割机
4079,隐蔽
4086,闪避
4089,羸弱诅咒
4092,"Shiny Lure Spawn Effect"
4093,重建
4094,烧烤秃鹰翅膀
4096,迅猛龙皮背心
4097,迅猛龙皮腰带
4104,鹰隼飞翔
4105,疾速奔跑
4130,放逐烈焰流放者
4131,放逐水浪流放者
4132,放逐雷霆流放者
4141,召唤密斯莱尔
4146,狂怒嚎叫
4150,啄眼
4152,侦测精灵宝石
4153,迅猛龙的狡诈
4170,炮弹
4239,激活防御
4243,"Pester Effect"
4262,体质强化
4268,法力充沛
4293,"MOTI, Redux: Hourglass of Eternity Dies - Quest Fails"
4294,生命的缚誓
4309,"Hell Hath a Fury: High Priest Immunity"
4319,附魔蓝玛瑙
4320,特雷莱恩冰触术
4321,"Dylan's Debug Monstrosity"
4328,"Drag and Drop: Summon Aldur'thar Sentry"
4329,"Drag and Drop: Dark Subjugator Transform"
4330,"MOTI, Redux: Hourglass of Eternity Dies"
4335,"Spawn Smoke (scale x2.00)"
4336,跳跃喷射器
4338,放置联盟军旗
4339,"King of the Mountain: Alliance Battle Standard State"
4340,"King of the Mountain: Jump Rocket Blast"
4341,"Explodo-Rockets Left"
4342,爆炸火箭弹
4366,"Banshee's Revenge: Balargarde Force's Invis & See Invis"
4368,时间之战
4504,"Jeff Dummy 1"
4505,"Jeff Dummy 2"
4506,"CHU's QUEST SPELL"
4507,"Dull Lure Spawn Effect"
4508,褪色的治疗药水
4514,怒气爆发
4520,蛮力狂扫
4524,恶魔自燃
4525,"Demonic Immolation Passive"
4526,群体驱散
4538,提炼精华
4539,古神之力
4629,火焰之雨
4801,传送
4870,冰霜专精
4928,召唤水浪流放者
4929,召唤烈焰流放者
4930,召唤雷霆流放者
4931,召唤顽石流放者
4932,密斯莱尔结界
4933,初始形态：火
4934,初始形态：土
4935,初始形态：水
4936,初始形态：雷
4937,召唤石棱流放者
4938,密斯莱尔地震
4941,石盾术
4942,次级石盾药水
4945,召唤达古恩
4946,召唤狼
4947,魔法黑鞭
4948,基恩洛的熊形态
4950,召唤赫尔库拉之犬
4951,"Helcular's Puppets Passive"
4954,破坏工具
4955,石拳
4960,制造热情药水（新）
4961,重新补给
4962,覆体之网
4970,吸取大地能量
4971,治疗结界
4972,"Healing Ward V Passive"
4974,凋零之触
4975,净化冰蹄水井
4976,装水
4977,净化雷角水井
4978,净化蛮鬃水井
4979,快速烈焰防护结界
4980,快速冰霜防护结界
4981,诱导幻象
4982,挖掘石柱
4983,制造净化图腾
4984,铁趾的牺牲
4985,召唤铁趾格雷兹的灵魂
4986,隐迹鬼魂
4987,清洁术
4996,"[PH] Teleport to Orgrimmar"
4997,"[PH] Teleport to Booty Bay"
4998,"[PH] Teleport to Grom'Gol"
4999,"[PH] Teleport to Ratchet"
5000,"[PH] Teleport to Undercity"
5001,鲁特维尔的召唤
5002,鲁特维尔的召唤完成
5003,扩大
5009,魔杖
5010,灼烧之息
5011,弩
5012,林纳格的毒药
5016,治疗光环
5017,占卜沉思
5020,风暴烈酒
5021,洞穴麦酒
5024,逃跑
5026,制造先知之水
5099,瓦解
5100,孢子爆发
5102,攻击吸收
5106,水晶闪耀
5107,打开箱子
5108,虚空行者
5110,召唤活火
5111,活化烈焰（被动）
5113,活化烈焰
5115,战斗命令
5116,震荡射击
5134,闪光雷
5137,墓穴的召唤
5141,弹出斯尼德
5142,穴居人形态
5143,奥术飞弹
5154,驯鹿变形
5159,熔化矿石
5161,复活掘地鼠
5164,击倒
5166,收集异种蝎卵
5171,切割
5172,血帆鹦鹉
5174,烹制甜点
5176,愤怒
5200,范克里夫的盟友
5206,播种
5208,毒性鱼叉
5211,蛮力猛击
5213,熔铁之水
5217,猛虎之怒
5219,希斯耐特吸血术
5220,疯狂的守财奴卡波尔
5225,追踪人型生物
5227,哀伤之触
5244,科多兽皮包
5246,破胆怒吼
5249,寒冰锁
5250,召唤激流堡民兵
5251,召唤激流堡民兵效果
5252,虚空行者守卫
5255,爆炸
5256,利爪掩护
5257,雷霆啤酒
5259,"Disarm (TEST)"
5262,狂热之刃
5263,狂热之刃效果
5271,诅咒之刃
5276,冰冻术
5280,剃刀之鬃
5301,"Revenge Trigger"
5302,复仇！
5308,斩杀
5310,能量再生
5316,放置迅猛龙羽毛
5320,埃其亚基的恩赐
5321,伊沙姆哈尔之怒
5322,拉克塔曼尼的雷霆
5323,奥瓦坦卡之速
5324,瓦希塔帕恩的决心
5325,依沙瓦克之力
5337,凋零打击
5384,假死
5394,治疗之泉图腾
5401,蜥蜴之矢
5403,寒冰之浪
5404,加兹班水形态
5405,补充法力
5407,瑟格拉·黑棘效果
5408,"Quest - Sergra Darkthorn Spell"
5412,自然的平衡失败
5413,毒害之灾
5414,自然的平衡
5416,毒性钉刺
5419,"Travel Form (Passive)"
5420,化身：生命之树
5421,水栖形态（被动）
5422,割伤
5424,利爪握取
5426,快速回避
5428,火箭用尽
5430,心灵低语
5432,"Mind Trick: Chains - Torso Blood Back"
5433,"Infinite Timebreaker: Attack"
5480,破甲斩
5484,恐惧嚎叫
5487,熊形态
5502,感知亡灵
5509,"Bringing Down Heb'Jin: Beating on Heb'Jin's Drum - Object"
5512,装满瓶子
5513,幻象宝珠
5514,暗淡幻象
5515,野性
5543,消隐
5545,生命的束缚
5547,挥舞
5555,"50,000 Siege Damage"
5567,黑暗泥浆
5568,践踏
5579,免疫定身/缠绕/昏迷
5586,匕首强化
5597,严重致伤
5608,"Healing Ward Passive"
5628,瘤背复仇
5648,昏迷冲击
5665,沼精之怒
5666,召唤林精
5672,治疗之泉
5679,火炬燃烧
5697,无尽呼吸
5703,昏迷打击
5707,生命石回复
5708,猛扑
5726,昏迷猛击
5735,"[DND] Kill Credit - Something Stinks"
5739,流星打击
5760,迟钝药膏
5781,胁迫低吼
5782,恐惧
5784,地狱战马
5809,创造占卜之碗
5810,石肤术
5811,"Stone Skin Passive"
5858,树妖伪装
5884,女妖诅咒
5888,黑海岸狂鱼
5909,掺水的啤酒
5915,癫狂
5916,暗影潜行
5917,迟钝术
5918,暗影刺击
5938,毒刃
5968,召唤幽灵豹
6016,穿刺护甲
6061,波光
6114,龙血酒
6119,"Combat Swap (DND)"
6122,召唤维克尼钻孔虫
6136,冰冻
6195,花丛蛇
6196,视界术
6197,鹰眼术
6201,制造治疗石
6203,灵魂石
6233,关闭
6234,烧尽
6235,小精灵召唤
6236,月夜猛虎形态
6237,小精灵自爆
6238,与动物交谈
6239,血牙的图腾
6240,驱散血牙
6243,"Serpentbloom Snake Passive"
6245,"Force Target - Salute"
6250,火炮
6251,召唤红衣火炮
6252,南海火炮开火
6253,反手一击
6254,闪电链
6257,投掷火炬
6262,治疗石
6266,科多兽践踏
6268,急速冲锋
6270,盘蛇净化
6271,纳拉雷克斯醒来
6273,"Force Target - Talk"
6276,"Healing Ward IV Passive"
6278,慢性毒菌
6296,附魔：火焰
6297,炽热火焰
6304,拉克佐猛击
6305,烈焰爆击
6306,酸液溅射
6310,占卜卷轴法术
6327,法力喂食
6343,雷霆一击
6348,"[PH] Teleport to Menethil Harbor"
6349,"[PH] Teleport to Auberdine"
6353,灵魂之火
6354,毒之克星
6355,喝下疾病药水
6356,法术免疫
6358,诱惑
6360,鞭打
6405,熊怪形态
6411,蝎毒
6412,卡多雷蜘蛛烤肉
6413,蝎肉大餐
6414,烤科多肉
6415,狂鱼肉片
6416,炖陆行鸟
6417,掘地鼠炖肉
6418,脆炸蜥蜴尾
6419,瘦鹿肉
6421,阿克鲁比的开锁
6422,阿克鲁比的传送
6431,"Self Visual - Sleep 30s"
6432,重拳先生践踏
6433,"迅捷反射 III"
6435,重拳猛击
6436,重拳先生之锤
6440,重拳的双持被动
6458,精制望远镜
6462,平静
6464,召唤生锈的箱子
6465,陷阱箱子
6466,斧类武器投掷
6468,骷髅矿工狂暴
6469,骷髅矿工爆炸
6474,"Earthbind Totem Passive"
6479,钢鬃狼
6483,"[PH] Teleport to Felwood"
6484,"[PH] Teleport to Balthule"
6487,伊克鲁德的守护者
6488,"Sarilus's Elementals Passive"
6490,萨瑞鲁斯的元素生物
6497,喂养萨瑞鲁斯效果
6498,"Feed Sarilus Passive"
6499,水煮蚌肉
6500,地精芥末蘸蚌肉
6501,杂烩蚌肉
6507,战斗咆哮
6509,收集血液
6512,侦测次级隐形
6513,抗毒
6514,"锐利武器 +2"
6515,"锐利武器 +3"
6516,"锐利武器 +5"
6517,珍珠匕首
6518,彩虹之锤
6521,珍珠披风
6523,"Phase Out Passive"
6524,大地震颤
6528,"Quest - Purge Visual"
6529,打开本尼迪克的箱子
6530,投掷泥土
6531,工头的毒药
6533,投网
6535,落雷之云
6536,召唤深苔雌蜘蛛
6537,森林的召唤
6544,英勇飞跃
6545,跳跃目标
6552,拳击
6558,邪恶智力
6562,英雄灵气
6572,复仇
6576,破胆低吼
6580,刺穿关节
6584,金吉尔的诅咒
6587,异种爬行者的卵
6588,召唤异种幼蝎
6589,异种蝎群
6590,"Silithid Swarm Passive"
6595,攻击弱点
6598,草原幼狮
6600,盐湖赛车高速
6601,盐湖赛车低速
6602,盐湖赛车中速
6603,自动攻击
6605,恐吓尖啸
6606,"Self Visual - Sleep Until Cancelled"
6607,鞭笞
6608,丢弃武器
6611,Filling
6612,怒气
6613,暴怒
6614,怯逃
6615,自由行动
6617,怒气药水
6618,暴怒药水
6620,放置剧毒粮草
6624,自由行动药水
6626,装配NG-5炸药（蓝色）
6627,遥控炸药
6629,召唤深苔幼蛛
6630,装配NG-5炸药（红色）
6634,相位潜行
6636,货车爆炸
6645,诱捕毒药
6648,栗色马
6653,恐狼
6654,棕狼
6655,"Force Target - Bow"
6657,召唤毒蛇信使
6661,野人背心
6664,求生本能
6668,红色焰火
6671,制造卷轴
6672,毒性传染
6673,战斗怒吼
6677,异种蝎群召唤
6685,穿刺射击
6686,红色亚麻包
6688,红色毛纺包
6690,次级巫师袍
6692,奥法之袍
6693,绿色丝质包
6695,黑色丝质背包
6700,次元之门
6702,鱼人鳞片腰带
6703,鱼人鳞片胸甲
6704,厚鱼人皮甲
6705,鱼人鳞片护腕
6711,寻路
6713,缴械
6717,放置狮肉
6719,"[PH] Teleport to Theramore"
6724,月神之光
6725,烈焰尖刺
6727,毒蘑菇
6728,包围之风
6730,撞头
6741,鉴定种类
6749,强力横扫
6750,"Wide Swipe Passive"
6751,弱效毒药
6752,"Weak Poison Proc"
6754,拍击！
6755,"Tell Joke"
6758,群体热疫
6759,群体热疫效果
6766,知识试炼
6767,耻辱印记
6770,闷棍
6777,灰山羊
6788,虚弱灵魂
6789,死亡缠绕
6802,正在安装
6805,熄灭
6807,重殴
6813,蓟皮之肤
6814,淤泥毒药
6816,腐化力量
6817,腐化敏捷
6818,腐化智力
6819,腐化耐力
6820,"Corrupted Agility Passive"
6821,"Corrupted Strength Passive"
6822,"Corrupted Stamina Passive"
6823,"Corrupted Intellect Passive"
6844,"Self Visual - Stun 10s"
6864,巨石之力
6866,苔藓覆盖的手
6867,"Moss Covered Hands Proc"
6869,摔倒
6870,苔藓覆盖的脚
6871,"Moss Covered Feet Proc"
6873,邪恶之寒
6894,死亡之床
6896,黑山羊
6897,青山羊
6898,白山羊
